,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,,,,
311,6,6,3,10,8,5,12,12,1,8,13,9,4,9,8,,,,,,
312,7,10,14,11,8,8,7,9,10,11,9,8,7,0,11,,,,,,
313,4,10,5,9,5,14,10,9,12,14,6,4,11,6,7,,,,,,
314,5,12,7,13,10,5,7,9,8,13,5,6,8,3,13,,,,,,
315,5,4,14,6,5,5,7,9,8,13,5,12,7,13,10,,,,,,
316,11,8,6,7,12,8,8,12,13,4,8,8,11,6,4,,,,,,
317,13,4,8,9,11,4,14,7,5,5,11,11,14,10,8,,,,,,
318,12,11,9,9,13,8,14,7,8,5,7,4,6,6,13,,,,,,
319,13,4,7,11,9,12,13,9,14,12,13,11,5,4,10,,,,,,
320,11,11,14,12,10,13,9,8,6,10,14,14,4,12,12,,,,,,
321,7,4,10,5,11,5,14,10,9,5,14,11,10,12,8,,,,,,
322,10,14,4,10,13,5,14,0,12,13,8,14,0,6,7,,,,,,
323,7,9,10,12,9,5,9,7,1,9,4,9,14,11,9,,,,,,
324,8,10,11,7,12,8,4,10,13,4,8,9,7,6,4,,,,,,
325,14,14,7,13,4,1,7,7,14,12,12,7,7,11,4,,,,,,
326,5,3,0,13,5,5,9,12,2,5,5,10,11,12,5,,,,,,
327,5,5,11,11,4,5,5,12,10,14,5,5,9,0,8,,,,,,
328,13,6,13,12,6,5,11,0,14,10,8,8,0,6,10,,,,,,
329,6,12,6,12,12,6,14,6,8,10,6,7,6,14,8,,,,,,
330,4,10,8,12,14,11,10,7,14,7,7,10,14,5,14,,,,,,
331,9,8,8,10,14,6,8,8,12,14,5,8,8,7,11,,,,,,
332,7,11,11,13,13,6,11,11,5,7,9,11,11,9,13,,,,,,
333,11,8,11,11,13,13,14,11,11,7,14,6,11,11,14,,,,,,
334,14,10,0,4,5,13,10,0,6,8,5,4,11,8,8,,,,,,
335,7,10,10,5,13,5,10,10,9,5,14,10,10,12,5,,,,,,
336,3,10,13,6,6,12,9,12,6,6,8,7,4,6,6,,,,,,
337,14,14,11,4,14,14,13,4,5,14,14,11,0,9,14,,,,,,
338,13,14,0,14,7,4,6,0,10,7,7,7,0,7,13,,,,,,
339,11,11,10,6,4,11,11,3,13,4,11,11,14,5,13,,,,,,
340,6,12,13,6,7,13,14,5,14,7,12,5,9,4,7,,,,,,
341,13,6,10,8,8,4,4,8,12,11,7,6,12,12,11,,,,,,
342,5,6,10,13,7,9,8,6,14,7,6,10,11,11,7,,,,,,
343,9,12,6,12,12,14,9,7,8,11,6,6,13,7,11,,,,,,
344,8,11,14,14,6,8,13,4,7,6,12,4,14,8,11,,,,,,
345,12,0,8,11,13,14,11,12,2,4,13,8,12,13,4,,,,,,
346,5,13,6,6,4,12,4,6,6,9,6,13,5,6,9,,,,,,
347,13,13,10,4,12,13,13,8,6,5,13,13,10,4,5,,,,,,
348,8,14,9,0,6,9,12,7,0,14,5,0,8,0,6,,,,,,
349,4,4,0,11,9,4,4,0,10,7,4,4,0,0,7,,,,,,
350,13,2,10,10,10,14,13,10,10,10,13,4,10,10,10,,,,,,
351,2,9,8,10,8,11,10,8,4,8,7,13,8,6,8,,,,,,
352,12,4,12,11,12,12,10,12,9,12,12,14,12,6,12,,,,,,
353,11,9,13,9,8,11,6,6,0,12,11,7,7,0,12,,,,,,
354,6,8,2,4,14,11,8,14,14,9,10,8,6,7,3,,,,,,
355,4,4,4,12,10,4,4,4,6,5,4,4,4,14,10,,,,,,
356,12,12,3,12,6,12,12,10,10,6,12,12,7,5,9,,,,,,
357,6,6,12,6,6,6,13,9,13,6,6,10,7,4,6,,,,,,
358,7,8,14,13,10,14,11,14,9,10,14,12,14,12,4,,,,,,
359,12,5,13,12,7,6,11,12,11,7,8,6,8,5,7,,,,,,
360,13,12,13,12,7,14,4,0,4,13,7,6,0,6,13,,,,,,
361,13,13,14,10,4,13,13,10,9,14,13,13,11,0,2,,,,,,
362,11,7,12,6,13,10,11,0,13,5,5,8,0,4,13,,,,,,
363,10,9,10,4,5,10,12,10,12,5,10,14,10,14,13,,,,,,
364,13,13,10,6,13,13,13,8,4,13,13,14,10,8,13,,,,,,
365,7,9,9,12,4,13,9,9,6,10,4,9,9,12,11,,,,,,
366,11,7,7,6,7,10,7,7,14,7,4,7,7,4,7,,,,,,
367,9,12,8,11,10,14,8,12,5,10,9,4,5,4,5,,,,,,
368,9,6,10,5,4,9,4,9,4,7,9,12,9,14,4,,,,,,
369,7,14,12,12,14,14,14,11,13,14,14,14,4,5,14,,,,,,
370,9,6,13,10,10,8,6,12,4,1,9,6,4,12,9,,,,,,
371,8,5,7,4,5,7,5,8,14,5,10,5,9,5,5,,,,,,
372,5,11,10,11,13,12,7,3,7,7,6,10,13,5,7,,,,,,
373,5,14,7,13,5,10,14,4,6,5,6,14,12,8,13,,,,,,
374,1,13,10,0,7,12,13,8,14,7,6,13,13,9,6,,,,,,
375,12,4,11,7,6,6,10,0,12,5,7,7,0,13,6,,,,,,
376,14,14,10,5,6,7,10,2,9,4,5,0,14,7,7,,,,,,
377,12,0,5,14,13,12,11,10,9,5,12,8,1,10,5,,,,,,
378,14,0,6,8,5,13,0,6,14,5,4,11,6,5,4,,,,,,
379,13,5,7,11,13,8,11,7,2,4,4,6,7,10,13,,,,,,
380,6,4,4,14,14,10,4,4,5,14,2,4,4,10,12,,,,,,
381,7,8,10,12,11,6,11,8,12,4,9,5,10,12,7,,,,,,
382,6,12,12,5,5,6,14,9,11,4,6,7,7,3,4,,,,,,
383,1,12,9,0,12,9,13,7,0,4,4,10,8,14,6,,,,,,
384,9,14,0,9,5,9,6,11,4,13,9,7,10,6,11,,,,,,
385,12,8,11,6,3,11,4,12,8,11,8,5,0,10,4,,,,,,
386,12,9,12,9,8,12,8,12,7,11,12,11,7,11,11,,,,,,
387,5,11,6,13,6,12,2,6,8,6,11,12,6,9,6,,,,,,
388,12,8,13,10,11,12,4,6,5,11,12,11,7,14,14,,,,,,
389,8,11,8,13,5,5,0,5,13,9,9,0,11,14,9,,,,,,
390,8,6,7,5,4,4,8,7,9,4,12,10,7,6,12,,,,,,
391,5,5,2,9,6,5,5,11,4,6,5,5,8,10,13,,,,,,
392,7,10,7,3,12,13,0,7,10,12,12,0,7,8,10,,,,,,
393,4,4,5,12,5,7,0,10,10,8,6,0,1,5,5,,,,,,
394,7,6,0,13,14,10,12,0,3,8,2,13,12,12,14,,,,,,
395,5,4,1,6,4,12,13,13,6,4,11,11,7,6,9,,,,,,
396,7,0,7,7,7,7,0,7,7,7,7,0,7,13,7,,,,,,
397,7,4,11,4,10,6,8,11,9,12,9,14,11,0,12,,,,,,
398,7,7,9,9,12,7,7,10,4,4,7,7,12,6,12,,,,,,
399,11,5,5,10,7,7,5,5,8,10,8,5,5,13,10,,,,,,
400,4,14,12,10,12,7,4,7,9,12,6,10,14,0,9,,,,,,
0,6,14,7,7,8,6,7,9,5,8,6,11,5,11,13,,,,,,
1,6,12,6,6,13,6,14,6,6,9,6,7,5,6,10,,,,,,
2,12,7,0,14,7,7,7,0,8,7,7,7,10,5,7,,,,,,
3,12,7,6,8,12,8,10,6,14,5,4,11,6,5,12,,,,,,
4,10,6,14,6,9,10,11,5,12,9,10,8,9,8,13,,,,,,
5,11,11,0,6,11,11,11,0,12,11,11,11,0,8,11,,,,,,
6,11,5,5,4,6,4,5,5,14,14,11,5,5,5,6,,,,,,
7,6,7,7,12,13,6,13,11,8,13,6,4,8,14,7,,,,,,
8,6,9,11,7,4,4,13,3,12,14,10,13,14,3,1,,,,,,
9,5,14,11,14,8,4,6,11,9,12,6,14,11,12,12,,,,,,
10,11,10,11,5,14,11,8,11,9,14,11,11,11,7,7,,,,,,
11,4,4,7,13,5,14,4,14,10,5,9,4,11,6,14,,,,,,
12,10,11,11,5,12,2,9,12,9,5,14,5,14,10,8,,,,,,
13,8,7,9,4,13,4,7,4,6,5,12,7,12,13,5,,,,,,
14,7,7,0,6,11,7,7,0,13,13,7,7,10,14,9,,,,,,
15,8,11,9,14,12,4,3,4,0,10,12,12,12,0,10,,,,,,
16,9,9,9,3,4,9,9,9,11,7,9,9,9,6,4,,,,,,
17,8,5,3,1,8,4,11,13,10,8,12,6,5,8,14,,,,,,
18,8,11,9,11,7,4,14,4,5,7,12,8,14,4,7,,,,,,
19,12,9,9,7,8,5,4,11,12,8,6,13,0,13,8,,,,,,
20,9,5,8,13,13,14,8,11,9,13,9,13,12,5,6,,,,,,
21,10,1,4,6,13,9,14,4,13,13,6,10,4,8,8,,,,,,
22,8,5,8,0,8,8,12,8,0,8,8,10,8,12,8,,,,,,
23,10,8,10,14,10,10,11,10,4,10,10,12,10,9,10,,,,,,
24,12,13,9,10,7,5,13,1,4,6,6,13,10,6,6,,,,,,
25,8,0,6,8,12,8,0,12,12,14,8,0,11,5,9,,,,,,
26,13,13,8,4,8,13,13,13,5,8,13,13,13,9,12,,,,,,
27,5,4,8,3,6,5,7,9,12,4,5,12,13,7,6,,,,,,
28,13,13,8,2,13,13,13,10,11,13,13,13,4,6,13,,,,,,
29,4,10,8,13,6,14,4,8,10,12,7,9,8,4,4,,,,,,
30,12,11,12,10,4,8,3,0,4,5,4,12,0,12,4,,,,,,
31,10,4,9,5,12,10,6,10,14,12,10,7,10,4,9,,,,,,
32,11,8,7,5,13,11,12,13,9,7,11,5,4,7,13,,,,,,
33,11,4,9,6,9,7,11,9,12,9,6,10,9,8,9,,,,,,
34,10,10,9,12,14,6,14,2,12,8,7,8,10,12,8,,,,,,
35,6,11,6,6,5,6,7,6,6,13,6,10,6,6,7,,,,,,
36,8,8,8,10,4,8,8,8,3,7,8,8,8,9,4,,,,,,
37,12,12,12,8,4,12,12,7,12,5,12,12,14,12,8,,,,,,
38,7,4,9,7,10,5,6,9,12,11,4,4,9,2,2,,,,,,
0,10,8,11,12,5,6,12,3,14,13,9,5,12,6,11,,,,,,
1,12,11,4,13,11,10,11,10,5,11,7,9,13,9,11,,,,,,
2,5,5,2,4,12,5,5,11,10,4,5,5,8,8,6,,,,,,
3,6,10,9,5,9,7,10,11,4,4,13,10,13,7,5,,,,,,
4,14,6,13,10,4,13,6,12,4,7,4,6,4,12,7,,,,,,
5,3,2,10,9,12,13,13,4,4,12,5,9,11,7,2,,,,,,
6,14,11,14,11,13,4,10,14,6,7,13,13,14,4,7,,,,,,
7,11,12,14,9,8,7,9,14,12,8,6,6,14,13,4,,,,,,
8,13,4,2,2,8,14,14,14,11,13,13,11,5,6,8,,,,,,
9,10,5,5,10,5,14,5,5,0,5,7,5,5,0,5,,,,,,
10,13,9,8,5,7,5,6,10,14,7,6,7,7,9,6,,,,,,
11,10,11,13,7,6,4,1,5,7,13,8,12,9,7,13,,,,,,
12,4,7,5,11,11,5,14,13,14,5,12,6,12,4,5,,,,,,
13,10,14,11,5,2,14,12,5,5,11,7,11,5,5,6,,,,,,
14,1,7,5,14,13,12,10,12,4,7,8,11,7,7,7,,,,,,
15,10,10,9,5,12,10,10,8,4,12,10,10,9,7,3,,,,,,
16,13,9,9,8,11,4,9,9,7,7,7,9,9,12,7,,,,,,
17,9,14,11,5,11,1,12,11,11,11,13,1,11,11,11,,,,,,
18,5,8,8,14,13,6,12,8,7,8,11,9,8,8,8,,,,,,
19,5,3,9,8,5,5,9,7,13,5,5,10,8,1,5,,,,,,
20,8,0,11,6,5,9,11,8,6,5,4,7,10,6,4,,,,,,
21,14,10,1,0,10,7,10,14,14,10,5,10,5,4,10,,,,,,
22,4,14,11,0,9,13,14,4,0,9,7,14,0,0,5,,,,,,
23,7,12,4,4,5,10,8,13,7,14,10,11,12,12,5,,,,,,
24,8,12,0,5,6,8,9,0,11,11,8,14,0,7,11,,,,,,
25,6,0,10,10,13,6,11,3,4,7,6,7,13,12,7,,,,,,
26,13,4,10,9,7,14,8,11,6,6,12,11,12,8,6,,,,,,
27,5,0,11,5,6,4,12,11,14,9,6,8,8,9,6,,,,,,
28,9,13,6,9,9,14,13,7,10,6,6,13,12,7,6,,,,,,
29,12,5,10,6,13,6,11,6,9,13,8,6,11,12,4,,,,,,
30,5,11,7,5,6,14,11,4,14,9,13,11,12,9,9,,,,,,
31,8,3,11,14,7,12,11,0,13,12,11,13,0,0,6,,,,,,
32,11,11,0,6,11,11,11,10,12,11,11,9,4,8,11,,,,,,
33,12,14,12,14,7,12,8,12,6,14,12,14,12,8,8,,,,,,
34,5,5,5,0,8,5,5,5,14,7,5,5,5,10,8,,,,,,
35,14,3,2,13,13,9,9,11,10,5,4,10,8,7,5,,,,,,
36,4,7,7,6,6,12,7,7,14,14,11,7,7,4,14,,,,,,
37,13,13,12,13,9,12,10,0,14,4,8,0,0,9,4,,,,,,
38,1,5,12,8,5,9,5,11,13,5,4,5,5,1,5,,,,,,
39,7,7,9,11,14,7,13,4,13,6,7,10,12,6,13,,,,,,
40,14,14,0,9,3,12,11,0,4,10,14,0,11,14,6,,,,,,
41,13,4,9,8,6,5,13,7,9,6,8,11,6,12,6,,,,,,
42,11,6,6,3,7,10,6,6,10,6,5,6,6,4,6,,,,,,
43,14,12,12,0,14,13,12,12,14,8,14,12,7,9,8,,,,,,
44,8,13,10,6,13,4,11,9,13,13,12,2,5,14,4,,,,,,
45,6,13,7,13,7,6,4,11,4,13,13,13,8,7,13,,,,,,
46,4,11,6,0,14,6,11,7,14,14,7,9,13,9,7,,,,,,
47,6,0,6,14,12,7,12,7,0,1,13,8,13,0,11,,,,,,
48,12,13,13,5,4,13,13,13,10,10,13,13,13,4,11,,,,,,
49,12,12,4,8,11,12,12,10,10,14,12,12,8,9,14,,,,,,
50,9,13,8,9,4,13,4,9,4,14,12,7,13,10,4,,,,,,
51,7,12,8,14,10,5,1,5,7,13,4,13,11,12,11,,,,,,
52,10,11,9,9,11,10,9,7,7,12,10,12,13,5,12,,,,,,
53,5,9,9,12,12,10,9,9,14,12,6,9,9,6,1,,,,,,
54,7,14,1,0,14,10,12,14,14,6,3,0,6,10,14,,,,,,
55,6,13,9,14,13,6,10,5,5,7,6,9,14,11,7,,,,,,
56,12,12,0,5,5,12,12,4,9,14,12,12,10,7,7,,,,,,
57,7,8,0,9,14,7,10,10,6,14,7,5,9,7,6,,,,,,
58,6,4,5,14,4,9,10,10,9,5,14,14,3,11,8,,,,,,
59,11,10,8,4,12,12,7,8,14,4,6,5,8,7,4,,,,,,
60,4,5,11,5,8,7,5,12,5,14,10,5,9,5,8,,,,,,
61,8,10,4,10,9,11,8,4,7,7,5,13,4,13,9,,,,,,
62,7,14,11,2,13,5,6,12,11,13,14,4,0,6,13,,,,,,
63,7,10,7,9,7,6,10,13,5,9,12,10,2,10,9,,,,,,
64,4,6,4,0,7,12,8,12,0,7,7,10,9,13,7,,,,,,
65,13,14,2,8,7,4,14,13,7,10,13,14,12,12,7,,,,,,
66,6,4,5,7,12,6,10,13,9,12,6,7,12,8,8,,,,,,
67,4,7,9,4,10,7,4,9,14,11,5,11,9,12,3,,,,,,
68,10,12,10,8,14,10,5,10,7,14,10,6,10,12,7,,,,,,
69,10,14,2,8,13,5,14,10,10,13,8,14,7,9,7,,,,,,
70,11,14,3,7,11,11,10,13,12,11,11,4,7,9,11,,,,,,
71,13,12,13,13,12,5,12,8,6,12,8,12,5,4,12,,,,,,
72,9,4,13,14,13,14,8,13,9,13,6,11,13,4,13,,,,,,
73,6,12,13,5,13,7,9,13,13,13,12,8,13,13,13,,,,,,
74,10,0,13,0,7,10,0,3,0,9,10,12,9,0,9,,,,,,
75,12,6,4,0,8,8,6,5,0,13,7,6,12,13,13,,,,,,
76,7,7,7,14,9,13,4,4,0,9,4,11,13,0,9,,,,,,
77,9,13,0,0,14,2,9,0,0,7,13,8,10,14,7,,,,,,
78,5,14,14,13,11,8,14,14,9,12,4,14,14,12,12,,,,,,
79,7,11,7,4,7,7,5,7,11,7,7,10,7,1,7,,,,,,
80,9,13,9,9,7,9,14,9,9,13,9,8,9,9,7,,,,,,
81,13,11,13,0,4,13,10,13,0,13,13,14,13,0,13,,,,,,
82,14,12,7,11,7,13,14,7,5,7,8,5,7,4,7,,,,,,
83,6,0,7,7,10,7,12,13,5,10,10,8,9,14,10,,,,,,
84,7,7,8,5,7,7,7,4,9,7,7,7,12,6,7,,,,,,
85,5,12,12,9,11,6,12,12,7,12,9,12,12,11,12,,,,,,
86,14,6,14,12,10,14,11,14,13,7,14,8,14,5,10,,,,,,
87,14,10,5,10,8,8,5,5,7,8,4,5,5,6,9,,,,,,
88,9,8,14,0,13,3,9,12,0,13,12,13,6,0,13,,,,,,
89,14,12,13,14,10,6,5,9,5,10,7,6,8,9,10,,,,,,
90,6,10,13,6,8,7,10,2,8,13,10,10,9,9,8,,,,,,
91,12,8,12,9,6,12,14,12,6,9,12,11,12,8,9,,,,,,
92,5,14,13,4,10,9,6,7,9,10,2,4,14,6,9,,,,,,
93,12,7,4,7,4,11,10,5,9,14,10,11,12,14,14,,,,,,
94,12,14,12,11,8,12,4,12,1,5,12,0,12,13,8,,,,,,
95,5,7,7,4,4,9,7,7,6,4,6,7,7,13,8,,,,,,
96,6,13,7,9,14,9,11,4,6,14,13,10,10,8,14,,,,,,
97,5,10,14,6,8,6,13,9,10,8,11,5,11,1,8,,,,,,
98,6,12,4,10,9,14,5,13,14,9,2,6,6,0,9,,,,,,
99,7,12,12,5,9,14,1,11,13,12,14,9,4,9,7,,,,,,
100,11,4,11,4,11,11,8,11,9,11,11,14,11,0,11,,,,,,
101,12,12,13,10,14,7,0,8,11,12,6,0,12,7,12,,,,,,
102,11,14,12,1,8,11,12,5,10,5,11,3,10,6,8,,,,,,
103,4,4,3,4,10,5,13,9,7,12,12,11,5,9,12,,,,,,
104,13,8,10,10,5,13,9,11,9,14,13,13,12,0,5,,,,,,
105,9,0,9,6,8,9,0,9,13,12,9,12,9,5,4,,,,,,
106,4,0,5,10,13,6,0,5,0,2,11,0,6,0,12,,,,,,
107,5,10,12,13,8,5,5,11,10,9,5,5,5,7,8,,,,,,
108,4,4,7,12,6,10,14,12,3,6,5,3,8,11,9,,,,,,
109,6,7,0,8,6,6,14,10,6,6,6,6,9,6,6,,,,,,
110,6,11,4,8,4,9,1,12,5,12,8,12,10,9,12,,,,,,
111,6,14,6,13,7,6,7,6,14,6,6,11,6,9,6,,,,,,
112,6,7,7,6,12,6,10,6,6,5,13,11,6,6,12,,,,,,
113,11,10,2,0,13,6,9,11,0,13,7,12,7,0,3,,,,,,
114,13,6,9,6,14,12,6,7,6,8,8,6,6,6,13,,,,,,
115,4,4,8,11,7,4,10,12,11,14,4,9,5,13,7,,,,,,
116,7,11,9,6,13,7,14,10,9,13,7,8,12,12,4,,,,,,
117,4,12,4,13,5,4,0,4,8,9,4,0,4,7,9,,,,,,
118,4,10,7,5,14,8,9,7,9,11,14,13,7,14,7,,,,,,
119,4,8,7,0,9,13,11,9,0,9,4,12,3,0,5,,,,,,
120,6,6,14,2,13,6,13,2,10,7,6,10,9,4,7,,,,,,
121,11,14,8,10,6,4,12,14,0,14,11,11,9,0,6,,,,,,
122,6,14,7,5,1,7,11,11,9,10,13,2,10,7,6,,,,,,
123,12,4,9,7,8,11,11,8,12,5,7,10,7,1,8,,,,,,
124,6,6,8,7,14,7,7,12,13,14,14,9,5,10,5,,,,,,
125,5,0,9,10,6,5,0,7,11,13,5,0,8,8,13,,,,,,
126,5,6,5,10,11,5,12,5,8,9,5,13,6,13,12,,,,,,
127,12,7,7,14,4,6,7,7,8,4,8,7,7,5,12,,,,,,
128,5,5,6,4,13,5,5,11,14,12,5,5,12,10,8,,,,,,
129,13,13,11,10,5,14,9,11,6,4,7,8,11,13,9,,,,,,
130,7,0,5,4,12,8,0,6,14,8,9,13,8,10,8,,,,,,
131,4,6,5,5,13,14,6,12,11,8,2,6,9,1,13,,,,,,
132,13,11,4,14,11,14,11,10,9,11,7,11,13,12,11,,,,,,
133,13,13,4,13,5,13,13,9,13,9,13,13,2,14,9,,,,,,
134,6,8,11,6,10,12,10,9,8,10,1,10,10,9,10,,,,,,
135,11,2,0,12,6,11,13,0,1,6,11,9,0,10,4,,,,,,
136,6,9,6,9,7,6,7,6,14,11,13,13,6,0,11,,,,,,
137,12,6,9,14,10,6,8,4,4,11,5,10,14,11,10,,,,,,
138,5,5,6,11,12,5,5,11,10,13,5,5,8,0,12,,,,,,
139,9,6,12,6,10,8,6,9,6,8,9,6,7,13,7,,,,,,
140,8,14,11,13,5,8,13,0,5,5,8,12,0,4,13,,,,,,
141,8,4,9,6,5,4,10,7,6,5,14,7,6,6,12,,,,,,
142,9,9,12,7,7,14,8,12,5,13,6,11,12,14,7,,,,,,
143,4,7,7,4,1,12,7,7,6,9,11,7,7,13,9,,,,,,
144,14,12,7,5,13,14,5,4,10,13,4,6,10,12,7,,,,,,
145,4,8,8,7,6,14,8,6,8,11,7,8,12,8,11,,,,,,
146,8,7,7,14,5,14,7,7,8,6,13,7,7,5,5,,,,,,
147,14,14,4,10,8,11,10,4,6,5,13,8,4,8,8,,,,,,
148,5,11,12,14,13,5,6,4,4,13,5,14,12,11,2,,,,,,
149,4,13,5,5,4,11,6,5,5,9,7,12,5,7,12,,,,,,
150,10,4,10,4,8,10,8,10,7,14,10,12,10,12,14,,,,,,
151,5,0,5,5,8,5,13,5,5,9,5,6,5,5,9,,,,,,
152,1,13,9,14,5,12,4,5,0,5,8,13,14,0,12,,,,,,
153,4,12,5,2,5,7,13,5,12,5,10,10,5,7,5,,,,,,
154,6,14,11,11,9,7,12,11,14,9,11,2,11,6,5,,,,,,
155,3,5,6,14,11,9,5,11,10,9,4,5,8,13,12,,,,,,
156,6,14,6,7,6,13,4,6,9,6,12,5,6,8,6,,,,,,
157,13,8,8,14,8,12,8,8,13,8,5,8,8,0,10,,,,,,
158,5,12,4,11,13,8,11,8,7,7,11,9,7,5,7,,,,,,
159,14,4,13,14,10,12,9,13,9,9,14,6,13,10,5,,,,,,
160,10,9,10,9,10,10,12,10,4,10,10,14,10,0,10,,,,,,
161,9,12,8,6,8,2,12,12,11,13,13,12,12,8,8,,,,,,
162,7,10,10,4,10,13,10,10,9,10,4,10,10,7,10,,,,,,
163,7,7,0,7,9,7,7,0,7,4,7,7,0,7,4,,,,,,
164,14,14,5,6,13,14,14,11,8,13,14,14,1,10,7,,,,,,
165,6,8,0,7,7,11,8,9,8,4,8,8,14,8,4,,,,,,
166,13,12,10,9,12,12,12,8,7,9,12,12,12,11,11,,,,,,
167,9,12,5,4,10,14,11,5,10,4,8,6,5,8,14,,,,,,
168,7,7,12,0,9,7,7,9,13,10,7,7,5,14,1,,,,,,
169,4,13,8,11,9,14,1,9,13,8,9,9,13,6,9,,,,,,
170,10,8,6,11,13,4,13,11,5,9,8,14,11,4,8,,,,,,
171,7,11,9,14,9,7,5,4,0,4,7,10,14,0,4,,,,,,
172,4,4,4,7,14,4,4,4,5,12,4,4,4,9,12,,,,,,
173,11,11,4,12,11,11,11,10,14,11,11,11,13,5,11,,,,,,
174,7,11,4,6,12,4,13,14,10,14,14,4,6,13,9,,,,,,
175,7,14,10,7,13,7,5,9,7,13,7,11,5,13,5,,,,,,
176,7,7,7,4,9,7,7,7,11,9,7,7,7,1,4,,,,,,
177,6,6,6,6,7,6,6,6,13,11,6,6,6,4,13,,,,,,
178,7,7,10,11,13,7,7,6,1,4,7,7,11,10,13,,,,,,
179,8,7,12,6,6,9,14,1,8,6,13,13,14,13,13,,,,,,
180,8,9,0,5,8,10,9,11,10,4,5,9,10,12,4,,,,,,
181,9,10,11,12,11,14,12,11,8,11,6,9,11,7,11,,,,,,
182,6,9,13,12,12,7,6,12,13,12,14,7,11,5,2,,,,,,
183,4,12,14,8,7,4,8,0,7,7,4,4,0,13,11,,,,,,
184,14,0,7,11,8,13,0,14,6,5,14,0,13,13,8,,,,,,
185,6,12,12,6,4,9,12,12,11,5,14,12,12,8,8,,,,,,
186,7,14,13,1,10,11,10,6,10,12,11,4,7,6,10,,,,,,
187,5,5,5,10,4,5,5,5,13,4,5,5,5,14,14,,,,,,
188,4,9,0,0,9,4,12,0,9,8,4,11,0,10,8,,,,,,
189,6,6,7,6,9,9,14,13,13,5,1,12,4,5,4,,,,,,
190,6,4,8,4,3,10,10,11,4,12,9,9,7,9,13,,,,,,
191,12,12,12,12,13,12,12,12,12,7,12,12,12,10,14,,,,,,
192,6,6,12,13,10,6,6,4,14,11,6,6,5,11,11,,,,,,
193,12,4,9,13,11,7,4,8,6,7,6,4,11,13,11,,,,,,
194,12,8,7,8,7,6,13,7,5,7,8,11,7,9,7,,,,,,
195,7,7,1,7,14,7,7,13,7,6,7,7,5,7,13,,,,,,
196,5,10,6,0,8,5,6,8,0,7,5,13,14,14,8,,,,,,
197,6,8,11,4,13,7,14,11,12,13,11,6,8,6,5,,,,,,
198,9,13,13,5,9,14,13,13,14,9,6,13,13,9,5,,,,,,
199,12,13,9,9,10,13,8,4,6,4,4,13,14,7,4,,,,,,
200,4,7,0,0,10,11,14,11,0,10,7,11,9,14,10,,,,,,
201,2,7,2,6,7,12,7,9,14,7,6,7,4,4,7,,,,,,
202,9,4,0,7,12,8,13,0,9,10,9,11,0,14,8,,,,,,
203,13,11,11,1,5,5,11,11,10,14,8,11,11,6,14,,,,,,
204,12,10,5,11,7,8,0,14,13,13,7,0,3,8,13,,,,,,
205,14,12,7,10,3,6,12,14,7,10,7,14,13,5,6,,,,,,
206,14,14,11,10,6,14,14,4,12,12,14,14,0,6,12,,,,,,
207,6,13,10,9,7,4,4,10,12,14,14,8,10,6,7,,,,,,
208,8,0,6,0,14,9,13,12,14,8,13,6,4,10,14,,,,,,
209,5,5,12,10,12,10,6,12,9,12,6,4,7,0,12,,,,,,
210,7,8,12,7,12,7,13,10,7,4,7,11,6,7,13,,,,,,
211,9,12,5,14,5,14,13,5,5,5,8,10,5,5,5,,,,,,
212,6,2,14,14,8,6,12,3,5,13,6,14,9,11,5,,,,,,
213,14,14,12,14,5,14,14,5,14,8,14,14,11,13,5,,,,,,
214,1,14,9,13,12,12,5,10,14,12,6,11,12,9,6,,,,,,
215,14,12,8,0,8,13,12,12,0,13,14,12,12,14,8,,,,,,
216,10,11,7,11,7,4,14,7,5,7,8,8,7,4,7,,,,,,
217,12,11,10,14,3,6,1,12,0,10,6,12,0,0,11,,,,,,
218,6,14,4,8,4,7,13,14,8,4,12,12,6,8,11,,,,,,
219,14,5,10,11,14,9,5,3,13,8,4,5,11,6,8,,,,,,
220,14,14,5,10,13,14,14,11,12,13,14,14,2,6,8,,,,,,
221,8,13,6,4,9,13,10,6,7,9,12,0,6,9,12,,,,,,
222,8,8,11,4,14,8,8,14,14,5,8,8,4,7,5,,,,,,
223,6,6,6,5,11,6,6,6,11,11,6,6,6,14,1,,,,,,
224,6,10,11,14,5,7,14,12,9,14,12,6,0,10,7,,,,,,
225,11,10,13,9,14,11,4,7,0,4,11,8,4,0,10,,,,,,
226,4,9,9,7,4,13,9,9,12,8,4,9,9,14,4,,,,,,
227,6,7,9,6,6,6,10,7,13,6,6,11,6,4,6,,,,,,
228,8,6,6,14,13,4,6,6,11,9,14,6,6,13,10,,,,,,
229,8,9,5,14,8,10,9,11,10,8,5,9,3,7,13,,,,,,
230,13,6,7,9,7,8,8,7,12,7,4,10,7,11,7,,,,,,
231,5,13,2,6,5,10,13,14,4,8,6,13,10,5,8,,,,,,
232,10,13,13,13,6,14,10,6,2,6,7,7,12,12,13,,,,,,
233,10,6,7,10,6,6,11,9,12,6,7,8,3,6,10,,,,,,
234,11,0,11,0,4,11,12,11,0,13,11,8,11,14,10,,,,,,
235,11,8,0,4,10,7,11,0,0,10,6,12,11,0,10,,,,,,
236,13,4,10,12,12,4,10,7,12,12,7,14,9,12,12,,,,,,
237,8,13,13,7,8,14,10,5,13,8,13,9,9,8,9,,,,,,
